music_wav/ipanema.wav,0.080681,8.795848,0.113414,0.039948
music_wav/jazz1.wav,0.045868,5.056512,0.097471,0.028656
music_wav/jazz.wav,0.058585,5.775905,0.083330,0.030670
music_wav/led.wav,0.108418,5.816244,0.215110,0.071198
music_wav/loreena.wav,0.080096,8.588066,0.088126,0.044067
music_wav/madradeus.wav,0.097507,6.622005,0.092702,0.060577
music_wav/magkas.wav,0.142697,7.007854,0.162108,0.067474
music_wav/march.wav,0.022829,6.683989,0.065769,0.010803
music_wav/marlene.wav,0.064972,4.960032,0.081141,0.034729
music_wav/mingus1.wav,0.160671,6.197102,0.063999,0.078796
music_wav/mingus.wav,0.144062,6.712266,0.065016,0.073578
music_wav/misirlou.wav,0.041785,6.183846,0.079858,0.024139
music_wav/moanin.wav,0.055677,11.608024,0.043249,0.017792
music_wav/narch.wav,0.091594,5.568166,0.059290,0.048767
music_wav/ncherry.wav,0.161944,4.498006,0.079908,0.106842
music_wav/nearhou.wav,0.125866,7.303429,0.107123,0.071808
music_wav/opera1.wav,0.102297,9.333981,0.072720,0.051849
music_wav/opera.wav,0.107815,9.275189,0.081708,0.048676
music_wav/pop.wav,0.114553,5.225003,0.071203,0.069366
music_wav/prodigy.wav,0.087040,9.037101,0.137373,0.050598
music_wav/redhot.wav,0.092542,8.261360,0.123687,0.055298
music_wav/rock2.wav,0.056601,3.981759,0.093973,0.037292
music_wav/rock.wav,0.062706,4.471127,0.150591,0.040802
music_wav/russo.wav,0.084818,8.665477,0.060253,0.045990
music_wav/tony.wav,0.082649,8.353372,0.087947,0.047516
music_wav/u2.wav,0.093974,7.207049,0.095857,0.060150
music_wav/unpoco.wav,0.090475,7.037821,0.097979,0.048859
music_wav/vlobos.wav,0.080001,6.029785,0.083423,0.046997
music_wav/winds.wav,0.079070,9.804408,0.072588,0.031372
speech_wav/acomic2.wav,0.031833,11.302811,0.043220,0.006470
speech_wav/acomic.wav,0.056099,8.174094,0.073213,0.019379
speech_wav/allison.wav,0.070129,11.916519,0.095116,0.033173
speech_wav/amal.wav,0.038808,20.485096,0.152821,0.008514
speech_wav/austria.wav,0.063245,15.811569,0.129875,0.014099
speech_wav/bathroom1.wav,0.026684,5.201295,0.081801,0.010498
speech_wav/chant.wav,0.086743,4.743887,0.086451,0.022278
speech_wav/charles.wav,0.088260,11.329868,0.082981,0.031616
speech_wav/china.wav,0.152270,6.567068,0.166569,0.012085
speech_wav/comedy1.wav,0.111147,8.997066,0.154721,0.026917
speech_wav/comedy.wav,0.099268,10.073705,0.163563,0.027802
speech_wav/conversion.wav,0.027940,26.915393,0.150789,0.006775
speech_wav/danie1.wav,0.067943,14.717783,0.176085,0.018158
speech_wav/danie.wav,0.054408,18.379113,0.151828,0.011658
speech_wav/dialogue1.wav,0.050310,3.898553,0.080667,0.023804
speech_wav/dialogue2.wav,0.116728,5.323986,0.115166,0.050720
speech_wav/dialogue.wav,0.089670,4.256542,0.108569,0.046814
speech_wav/diamond.wav,0.024315,4.281067,0.114544,0.011169
speech_wav/ellhnika.wav,0.048389,20.665174,0.167068,0.008179
speech_wav/emil.wav,0.018277,22.405497,0.156420,0.005341
speech_wav/female.wav,0.065028,4.668082,0.070614,0.022736
speech_wav/fem_rock.wav,0.035276,8.414845,0.085341,0.006927
speech_wav/fire.wav,0.056628,5.860679,0.058259,0.012573
speech_wav/geography1.wav,0.051146,4.100953,0.107043,0.024750
speech_wav/geography.wav,0.013351,4.144154,0.096596,0.006317
speech_wav/georg.wav,0.064165,15.584442,0.102044,0.019836
speech_wav/god.wav,0.051941,5.282649,0.062271,0.017090
speech_wav/greek1.wav,0.052717,13.206320,0.153275,0.011902
speech_wav/greek.wav,0.045605,18.238813,0.055281,0.022034
speech_wav/india.wav,0.035334,14.897699,0.122265,0.009308
speech_wav/jony.wav,0.050114,4.190280,0.086649,0.019989
speech_wav/jvoice.wav,0.034957,6.525686,0.048195,0.012451
speech_wav/kedar.wav,0.047768,17.044911,0.136646,0.010895
speech_wav/kid.wav,0.035895,4.131939,0.123923,0.015869
speech_wav/lena.wav,0.118844,8.414386,0.185736,0.020721
speech_wav/male.wav,0.092858,6.431958,0.066924,0.023834
speech_wav/my_voice.wav,0.033315,19.499699,0.152978,0.006683
speech_wav/nether.wav,0.055100,12.616850,0.149259,0.015839
speech_wav/news1.wav,0.092218,3.700782,0.130671,0.047485
speech_wav/news2.wav,0.036020,4.204820,0.118420,0.018524
speech_wav/nj105a.wav,0.109207,4.189480,0.100008,0.050903
speech_wav/nj105.wav,0.023680,3.988626,0.092049,0.009918
speech_wav/oneday.wav,0.060655,8.554796,0.017379,0.005707
speech_wav/psychic.wav,0.090792,4.164596,0.078711,0.033813
speech_wav/pulp1.wav,0.054507,12.686385,0.162776,0.015137
speech_wav/pulp2.wav,0.057298,10.655950,0.149117,0.013275
speech_wav/pulp.wav,0.040857,24.475599,0.140135,0.018188
speech_wav/relation.wav,0.068981,3.930790,0.093893,0.033752
speech_wav/serbian.wav,0.065700,13.892786,0.145191,0.019928
speech_wav/shannon.wav,0.044918,12.764550,0.136829,0.013184
speech_wav/sleep.wav,0.017868,3.911163,0.100268,0.008911
speech_wav/smoke1.wav,0.070862,4.599059,0.088593,0.032288
speech_wav/smoking.wav,0.079926,4.287896,0.078405,0.031830
speech_wav/stupid.wav,0.048888,3.984451,0.105654,0.022827
speech_wav/teachers1.wav,0.066838,4.000651,0.072457,0.029205
speech_wav/teachers2.wav,0.166422,4.103180,0.105643,0.082489
speech_wav/teachers.wav,0.068209,4.125142,0.095104,0.030365
speech_wav/thlui.wav,0.092504,10.810045,0.139439,0.019958
speech_wav/undergrad.wav,0.091481,5.508313,0.072807,0.026917
speech_wav/vegetables1.wav,0.086704,4.308881,0.080003,0.029388
speech_wav/vegetables2.wav,0.056291,4.373981,0.066293,0.020111
speech_wav/vegetables.wav,0.087100,4.429429,0.087581,0.033173
speech_wav/voices.wav,0.051729,5.625222,0.086262,0.017151
speech_wav/voice.wav,0.070688,4.163124,0.082435,0.031982
